Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Medtr0312s0050,scaffold0312,19626,19997,PTHR31645:SF8 - METAL-NICOTIANAMINE TRANSPORTER YSL3 (1 of 6)
Medtr7g078470,chr7,29667534,29667849,
Medtr4g020590,chr4,6586360,6594472,
Medtr5g011440,chr5,3279782,3284126,
Medtr1g026460,chr1,8609239,8611808,PF13041 - PPR repeat family (PPR_2)  (1 of 599)
Medtr4g062590,chr4,23285863,23287722,
Medtr1g024420,chr1,41359860,41360443,K14514 - ethylene-insensitive protein 3 (EIN3)  (1 of 8)
Medtr7g066720,chr7,24301924,24305172,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr3g014608,chr3,4176894,4177520,
Medtr7g034945,chr7,13259200,13259686,
Medtr5g009160,chr5,2125184,2129523,"K01784 - UDP-glucose 4-epimerase (galE, GALE)  (1 of 5)"
Medtr1g104630,chr1,47123727,47124405,K02692 - photosystem I subunit II (psaD)  (1 of 2)
Medtr1g058980,chr1,21818781,21819505,
Medtr8g095090,chr8,39766600,39772476,PF01823 - MAC/Perforin domain (MACPF)  (1 of 14)
Medtr3g017480,chr3,4978371,4978736,
Medtr6g463380,chr6,21956203,21961384,KOG2661 - Peptidase family M48 (1 of 4)
Medtr4g037495,chr4,13794179,13798736,
Medtr4g100805,chr4,41598609,41599041,
Medtr2g094810,chr2,40482015,40483382,PTHR10217:SF538 - CYCLIC NUCLEOTIDE-GATED ION CHANNEL 15-RELATED (1 of 3)
Medtr8g062835,chr8,26285303,26285624,
Medtr5g008255,chr5,1717378,1718334,PF01535//PF12854 - PPR repeat (PPR)  // PPR repeat (PPR_1)  (1 of 6)
Medtr4g092880,chr4,36861197,36864153,
Medtr0376s0030,scaffold0376,8375,10111,"PTHR22884:SF95 - HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH7-RELATED (1 of 10)"
Medtr4g123600,chr4,50887895,50895545,PTHR23068//PTHR23068:SF11 - DNA  CYTOSINE-5- -METHYLTRANSFERASE 3-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Medtr3g051430,chr3,20346153,20350206,PTHR31071:SF2 - F11F12.2 PROTEIN (1 of 2)
Medtr1g053860,chr1,22832391,22832621,
Medtr3g028610,chr3,9149951,9151015,
Medtr7g030070,chr7,14357996,14362261,PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 58)
Medtr7g081250,chr7,31000137,31001747,
Medtr2g075060,chr2,31301814,31310630,PF07714//PF11721 - Protein tyrosine kinase (Pkinase_Tyr)  // Di-glucose binding within endoplasmic reticulum (Malectin)  (1 of 33)
Medtr4g076920,chr4,29443159,29443873,4.1.1.39 - Ribulose-bisphosphate carboxylase / RuBP carboxylase (1 of 22)
Medtr2g061820,chr2,26209694,26211518,PTHR23070//PTHR23070:SF43 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED (1 of 1)
Medtr2g020945,chr2,7044833,7045123,
Medtr0011s0210,scaffold0011,182791,185594,PTHR23042//PTHR23042:SF57 - CIRCADIAN PROTEIN CLOCK/ARNT/BMAL/PAS // SUBFAMILY NOT NAMED (1 of 27)
Medtr0625s0020,scaffold0625,8328,8621,PTHR11652//PTHR11652:SF17 - 30S RIBOSOMAL PROTEIN S12 FAMILY MEMBER // SUBFAMILY NOT NAMED (1 of 4)
Medtr5g430440,chr5,12802979,12804341,
Medtr4g094540,chr4,38188145,38192197,PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 77)
Medtr7g021420,chr7,6784950,6785726,PTHR11017//PTHR11017:SF155 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 70)
Medtr1g029610,chr1,10190369,10192447,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1760)
Medtr1g044155,chr1,16577095,16579594,PTHR31100:SF3 - AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 19-RELATED (1 of 4)
Medtr8g432490,chr8,12287423,12288431,PTHR32246:SF20 - BON1-ASSOCIATED PROTEIN 1-RELATED (1 of 13)
Medtr5g098800,chr5,43267396,43273287,1.3.3.3 - Coproporphyrinogen oxidase / Coproporphyrinogenase (1 of 1)
Medtr3g465390,chr3,26449470,26452511,
Medtr7g461350,chr7,22193398,22194519,"PTHR11260//PTHR11260:SF120 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 14)"
Medtr1880s0010,scaffold1880,83,838,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr4g009230,chr4,1792325,1793013,
Medtr3g071120,chr3,31924949,31926030,
Medtr7g045395,chr7,15978231,15979591,
Medtr0021s0250,scaffold0021,106429,107850,
Medtr4g119413,chr4,49470936,49479364,"K03347 - cullin 1 (CUL1, CDC53)  (1 of 6)"
Medtr5g085195,chr5,36770249,36772117,
Medtr1g022350,chr1,7076378,7077932,PTHR22849:SF40 - U-BOX DOMAIN-CONTAINING PROTEIN 5 (1 of 3)
Medtr3g098310,chr3,44871095,44878249,"PTHR11638:SF118 - CHAPERONE PROTEIN CLPD, CHLOROPLASTIC (1 of 1)"
Medtr5g028850,chr5,12068444,12075181,PTHR22952:SF47 - BASIC LEUCINE ZIPPER 1-RELATED (1 of 2)
Medtr3g112260,chr3,52563619,52567470,"K03064 - 26S proteasome regulatory subunit T4 (PSMC6, RPT4)  (1 of 2)"
Medtr1g087440,chr1,39228819,39238060,
Medtr1g071400,chr1,31685554,31691053,
Medtr5g013980,chr5,4618121,4620729,PTHR12050:SF1 - VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 55 HOMOLOG (1 of 1)
Medtr2g436940,chr2,14448712,14451781,"PTHR36759:SF1 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MHC9 (1 of 1)"
Medtr7g112320,chr7,46136943,46140775,
Medtr6g044390,chr6,15339500,15341208,
Medtr4g063705,chr4,23577537,23583081,"PTHR12428:SF19 - INNER MEMBRANE PROTEIN ALBINO3, CHLOROPLASTIC (1 of 1)"
Medtr1g035220,chr1,12599295,12600857,PF07712 - Stress up-regulated Nod 19 (SURNod19)  (1 of 22)
Medtr1g054050,chr1,23038149,23039486,
Medtr1g067640,chr1,29199780,29200410,PTHR26374:SF198 - ZINC FINGER PROTEIN ZAT11 (1 of 4)
Medtr0732s0050,scaffold0732,6478,7167,
Medtr4g116190,chr4,48063074,48065719,"PTHR12294 - EF HAND DOMAIN FAMILY A1,A2-RELATED (1 of 3)"
Medtr3g098650,chr3,45061132,45068920,K01191 - alpha-mannosidase (E3.2.1.24)  (1 of 4)
Medtr0446s0050,scaffold0446,13890,14216,"K07199 - 5'-AMP-activated protein kinase, regulatory beta subunit (PRKAB)  (1 of 5)"
Medtr4g030880,chr4,10492547,10495667,
Medtr6g021860,chr6,7558677,7559188,
Medtr3g051530,chr3,20389923,20391184,
Medtr7g025790,chr7,8589599,8591589,K03283 - heat shock 70kDa protein 1/8 (HSPA1_8)  (1 of 60)
Medtr5g023230,chr5,9229257,9236707,
Medtr0001s0560,scaffold0001,429613,430486,
Medtr4g061950,chr4,22968278,22969165,"PF00076 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) (RRM_1)  (1 of 243)"
Medtr1g086980,chr1,38931314,38942321,
Medtr8g019620,chr8,6946947,6951587,PTHR22870:SF166 - PROTEIN RCC2 (1 of 2)
Medtr7g098430,chr7,39392862,39401978,PTHR17204:SF5 - PRE-MRNA-PROCESSING FACTOR 39 (1 of 1)
Medtr3g103350,chr3,47678305,47686095,
Medtr4g037575,chr4,13826774,13833833,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1760)
Medtr1g012010,chr1,2309421,2310654,"PTHR22726:SF1 - METALLOENDOPEPTIDASE OMA1, MITOCHONDRIAL (1 of 9)"
Medtr1g040935,chr1,15199324,15200980,PTHR31286:SF2 - TA11-LIKE NON-LTR RETROELEMENT PROTEIN-RELATED (1 of 9)
Medtr5g088430,chr5,38380673,38383927,PTHR32468:SF17 - CATION/H(+) ANTIPORTER 10-RELATED (1 of 16)
Medtr4g094555,chr4,38225671,38227746,PF07712 - Stress up-regulated Nod 19 (SURNod19)  (1 of 22)
Medtr4g062080,chr4,23013714,23018279,PTHR11615:SF103 - CYTOSOLIC FE-S CLUSTER ASSEMBLY FACTOR NARFL (1 of 2)
Medtr5g071060,chr5,30105997,30111708,PTHR11638:SF68 - DOUBLE CLP-N MOTIF-CONTAINING P-LOOP NUCLEOSIDE TRIPHOSPHATE HYDROLASE DOMAIN-CONTAINING PROTEIN-RELATED (1 of 2)
Medtr4g011330,chr4,2724304,2727699,3.5.1.110 - Peroxyureidoacrylate/ureidoacrylate amidohydrolase (1 of 1)
Medtr8g041440,chr8,15600688,15601082,
Medtr1g054835,chr1,24015959,24022175,
Medtr1g094230,chr1,42436471,42437983,"K07466 - replication factor A1 (RFA1, RPA1, rpa)  (1 of 31)"
Medtr5g005350,chr5,375846,376298,KOG3383 - Uncharacterized conserved protein (1 of 2)
Medtr6g471260,chr6,25538279,25540125,PF05729//PF13676 - NACHT domain (NACHT)  // TIR domain (TIR_2)  (1 of 16)
Medtr3g095570,chr3,43671041,43677624,
Medtr8g038220,chr8,14173121,14175833,
Medtr7g117565,chr7,48719666,48740783,K14288 - exportin-T (XPOT)  (1 of 1)
Medtr1g090190,chr1,40404679,40405961,PTHR33021:SF70 - UCLACYANIN I-RELATED (1 of 1)
Medtr4g130800,chr4,54502608,54505468,PTHR33021:SF8 - EARLY NODULIN-LIKE PROTEIN 1-RELATED (1 of 5)
Medtr8g104980,chr8,44259188,44260054,PTHR12701:SF12 - GB (1 of 1)
Medtr2g031780,chr2,12046242,12046451,PTHR31585:SF2 - FOLATE-BIOPTERIN TRANSPORTER 7-RELATED (1 of 4)
Medtr4g072750,chr4,27527064,27527321,K14488 - SAUR family protein (SAUR)  (1 of 124)
Medtr4g069090,chr4,25956257,25969004,"K14018 - phospholipase A-2-activating protein (PLAA, DOA1, UFD3)  (1 of 1)"
Medtr3g021040,chr3,6112918,6113304,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr2g086320,chr2,36300914,36301257,
Medtr6g036490,chr6,12778603,12779360,
Medtr4g006760,chr4,797451,803235,PTHR21596:SF3 - F16A14.2-RELATED (1 of 4)
Medtr2g034910,chr2,13407206,13408259,
Medtr8g044150,chr8,16916232,16922509,"K12190 - ESCRT-II complex subunit VPS36 (VPS36, EAP45)  (1 of 1)"
Medtr5g086650,chr5,37439802,37440290,
Medtr4g027115,chr4,9328326,9328816,
Medtr3g089170,chr3,33881665,33885395,PTHR15663:SF4 - COMM DOMAIN-CONTAINING PROTEIN 9 (1 of 1)
Medtr2g066120,chr2,27702991,27706438,"K00927 - phosphoglycerate kinase (PGK, pgk)  (1 of 4)"
Medtr0054s0120,scaffold0054,47484,48769,
Medtr4g119550,chr4,49553010,49554617,"K15032 - mTERF domain-containing protein, mitochondrial (MTERFD)  (1 of 32)"
Medtr8g010120,chr8,2567010,2570974,
Medtr2g461230,chr2,25267294,25268794,
Medtr8g028215,chr8,10542521,10543135,
Medtr5g005520,chr5,482150,485215,PF01657//PF07714 - Salt stress response/antifungal (Stress-antifung)  // Protein tyrosine kinase (Pkinase_Tyr)  (1 of 33)
Medtr5g067940,chr5,28712656,28712865,
Medtr2g450210,chr2,22147861,22158767,PF05182 - Fip1 motif (Fip1)  (1 of 2)
Medtr6g033360,chr6,10719085,10720475,
Medtr3g106830,chr3,49372217,49374368,PF00240 - Ubiquitin family (ubiquitin)  (1 of 78)
Medtr7g022050,chr7,7044527,7047112,PF00069//PF07714//PF08672 - Protein kinase domain (Pkinase)  // Protein tyrosine kinase (Pkinase_Tyr)  // Anaphase promoting complex (APC) subunit 2 (ANAPC2)  (1 of 1)
Medtr3g060280,chr3,23652185,23658246,
Medtr3g075510,chr3,34382026,34386505,
Medtr7g066990,chr7,24488667,24490754,
Medtr8g009660,chr8,2336992,2343998,
Medtr2g005710,chr2,278053,279234,
Medtr4g045750,chr4,15613636,15616597,
Medtr3g103270,chr3,47601880,47629455,3.6.3.35 - Manganese-transporting ATPase / ABC-type manganese permease complex (1 of 1)
Medtr1g032200,chr1,11412251,11419506,
Medtr8g103245,chr8,43479451,43480135,K11253 - histone H3 (H3)  (1 of 33)
Medtr5g032480,chr5,13945016,13945615,
Medtr4g070800,chr4,26666617,26667340,
Medtr3g118290,chr3,55374030,55377817,PTHR30603//PTHR30603:SF25 - RNA POLYMERASE SIGMA FACTOR RPO // SUBFAMILY NOT NAMED (1 of 1)
Medtr1g075370,chr1,33366326,33373055,K03164 - DNA topoisomerase II [EC:5.99.1.3] (TOP2)  (1 of 3)
Medtr3g058510,chr3,23252617,23253864,PF03188//PF04526 - Eukaryotic cytochrome b561 (Cytochrom_B561)  // Protein of unknown function (DUF568) (DUF568)  (1 of 6)
Medtr1g096240,chr1,43327224,43331625,"K00627 - pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) (DLAT, aceF, pdhC)  (1 of 4)"
Medtr2g007950,chr2,1211301,1212346,
Medtr2g079310,chr2,33382136,33385384,PF11145 - Protein of unknown function (DUF2921) (DUF2921)  (1 of 6)
Medtr3g108490,chr3,49822727,49822990,
Medtr5g026275,chr5,10794494,10794708,
Medtr1g075790,chr1,33580151,33586707,PF10358 - N-terminal C2 in EEIG1 and EHBP1 proteins (NT-C2)  (1 of 12)
Medtr1g090430,chr1,40509570,40511036,K13681 - xyloglucan fucosyltransferase [EC:2.4.1.-] Fuc a1-2 Gal (FUT)  (1 of 6)
Medtr4g092640,chr4,36744844,36749132,"K00511 - squalene monooxygenase (SQLE, ERG1)  (1 of 3)"
Medtr5g033820,chr5,14595959,14601126,PTHR27001:SF49 - PROTEIN NSP-INTERACTING KINASE 3 (1 of 1)
Medtr4g107890,chr4,44711712,44720494,
Medtr4g091610,chr4,36302739,36305722,3.2.1.4 - Cellulase / Endoglucanase (1 of 44)
Medtr5g056160,chr5,23142962,23152774,3.1.30.1 - Aspergillus nuclease S(1) / Single-stranded-nucleate endonuclease (1 of 6)
Medtr1g097800,chr1,44085823,44086467,
Medtr7g050640,chr7,16888705,16889309,PF02362 - B3 DNA binding domain (B3)  (1 of 127)
Medtr1g100060,chr1,45082095,45084624,PTHR31339:SF17 - ENDO-POLYGALACTURONASE-LIKE PROTEIN-RELATED (1 of 6)
Medtr3g005080,chr3,43449,48093,"K10732 - GINS complex subunit 1 (GINS1, PSF1)  (1 of 2)"
Medtr4g127800,chr4,53131266,53139111,2.5.1.115 - Homogentisate phytyltransferase / HPT (1 of 1)
Medtr2g015780,chr2,4708850,4713167,
Medtr1g069235,chr1,29816886,29819066,"PTHR34549:SF2 - PHOTOSYSTEM I REACTION CENTER SUBUNIT IV A, CHLOROPLASTIC-RELATED (1 of 2)"
Medtr8g042930,chr8,16615808,16620261,PTHR33137:SF4 - F7H2.13 PROTEIN-RELATED (1 of 10)
Medtr3g051060,chr3,20130296,20144233,PF13637//PF13962 - Ankyrin repeats (many copies) (Ank_4)  // Domain of unknown function (PGG)  (1 of 1)
Medtr8g024140,chr8,8833232,8836199,4.2.3.105//4.2.3.46 - Tricyclene synthase // Alpha-farnesene synthase / AFS1 (1 of 1)
Medtr7g066570,chr7,24230135,24232774,PTHR33103:SF4 - EMB (1 of 51)
Medtr0334s0040,scaffold0334,14619,16157,
Medtr4g058570,chr4,21540064,21542051,PF01476//PF07714 - LysM domain (LysM)  // Protein tyrosine kinase (Pkinase_Tyr)  (1 of 7)
Medtr3g062500,chr3,28221570,28226064,
Medtr3g058940,chr3,23532181,23535612,K03233 - elongation factor 1-gamma (EEF1G)  (1 of 3)
Medtr5g091710,chr5,40018589,40021260,PTHR18937//PTHR18937:SF242 - STRUCTURAL MAINTENANCE OF CHROMOSOMES SMC FAMILY MEMBER // SUBFAMILY NOT NAMED (1 of 1)
Medtr5g022940,chr5,9092197,9099891,PTHR11670:SF40 - ACONITATE HYDRATASE 1 (1 of 1)
Medtr0662s0020,scaffold0662,2001,2816,PTHR22880:SF156 - TRANSCRIPTION FACTOR GTE10 (1 of 5)
Medtr1g116140,chr1,52494182,52498893,K01938 - formate--tetrahydrofolate ligase (fhs)  (1 of 1)
Medtr8g020290,chr8,7072571,7078898,PF00931//PF07725//PF13676 - NB-ARC domain (NB-ARC)  // Leucine Rich Repeat (LRR_3)  // TIR domain (TIR_2)  (1 of 31)
Medtr5g043480,chr5,19112171,19116700,
Medtr7g092500,chr7,36662946,36664633,K15322 - tRNA-splicing endonuclease subunit Sen2 (TSEN2)  (1 of 2)
Medtr6g061930,chr6,24038563,24040215,K08770 - ubiquitin C (UBC)  (1 of 20)
Medtr2g062910,chr2,26605262,26605717,
Medtr0045s0070,scaffold0045,30625,36273,KOG0157 - Cytochrome P450 CYP4/CYP19/CYP26 subfamilies (1 of 130)
Medtr5g082610,chr5,35525611,35537717,K02605 - origin recognition complex subunit 3 (ORC3)  (1 of 1)
Medtr8g046240,chr8,18101780,18104684,1.14.13.152 - Geraniol 8-hydroxylase / G10H (1 of 31)
Medtr8g466080,chr8,23590583,23591320,1.6.5.2 - NAD(P)H dehydrogenase (quinone) / Vitamin-K reductase (1 of 18)
Medtr8g099585,chr8,42080666,42090727,PF15870 - ElonginA binding-protein 1 (EloA-BP1)  (1 of 1)
Medtr8g064400,chr8,27004370,27007347,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1760)
Medtr4g048190,chr4,17035507,17044934,"K01681 - aconitate hydratase (ACO, acnA)  (1 of 4)"
Medtr1g033970,chr1,12283037,12283333,
Medtr4g117480,chr4,48720835,48721553,1.6.99.5 - Transferred entry: 1.6.5.11 (1 of 14)
Medtr3g117990,chr3,55214337,55218648,
Medtr5g095230,chr5,41626489,41632050,1.14.13.173 - 11-oxo-beta-amyrin 30-oxidase / CYP72A154 (1 of 19)
Medtr7g061620,chr7,22254538,22255128,
Medtr1g085630,chr1,38265123,38266215,PTHR12000:SF1 - GPI-ANCHOR TRANSAMIDASE (1 of 2)
Medtr8g100135,chr8,42436846,42441584,PTHR24286:SF66 - CYTOCHROME P450 FAMILY PROTEIN-RELATED (1 of 1)
Medtr4g095280,chr4,39693836,39695831,PTHR37209:SF2 - LYSINE-RICH ARABINOGALACTAN PROTEIN 17-RELATED (1 of 2)
Medtr0239s0010,scaffold0239,3288,4309,
Medtr8g063930,chr8,26812665,26816284,
Medtr1g052100,chr1,20983048,20985397,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 210)
Medtr2g049420,chr2,21781268,21789410,PTHR12210:SF71 - SCP1-LIKE SMALL PHOSPHATASE 4-RELATED (1 of 1)
Medtr0271s0050,scaffold0271,14670,15481,K02260 - cytochrome c oxidase assembly protein subunit 17 (COX17)  (1 of 3)
Medtr4g051430,chr4,18346318,18348646,KOG0438 - Mitochondrial/chloroplast ribosomal protein L2 (1 of 1)
Medtr4g066510,chr4,25144272,25145038,
Medtr5g060880,chr5,25321968,25323771,PTHR31509:SF2 - F2E2.8 (1 of 3)
Medtr7g044870,chr7,15091203,15092654,"KOG1947 - Leucine rich repeat proteins, some proteins contain F-box (1 of 86)"
Medtr7g078460,chr7,29665811,29666874,
Medtr6g033330,chr6,10660606,10667227,
Medtr3g030090,chr3,9492066,9492248,
Medtr2g025110,chr2,8915576,8916014,
Medtr4g051480,chr4,18364098,18368605,PF00646//PF12776 - F-box domain (F-box)  // Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)  (1 of 4)
Medtr1g027870,chr1,9331280,9331929,
Medtr1g059280,chr1,21515828,21518970,PF01535//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 67)
Medtr5g061150,chr5,25416626,25417045,
Medtr3g435480,chr3,11623421,11626578,PTHR31089:SF4 - CYCLIC DOF FACTOR 2-RELATED (1 of 12)
Medtr3g083620,chr3,37739668,37742716,PTHR11746:SF98 - O-METHYLTRANSFERASE FAMILY PROTEIN (1 of 2)
Medtr7g078960,chr7,29898800,29899708,
Medtr8g080520,chr8,34636764,34638483,
Medtr2g049630,chr2,21875850,21876962,PTHR11945:SF176 - PROTEIN AGAMOUS-LIKE 82 (1 of 10)
Medtr0004s0330,scaffold0004,122879,126992,KOG1838 - Alpha/beta hydrolase (1 of 4)
Medtr8g466730,chr8,23840877,23841154,
Medtr2g060870,chr2,25821879,25823903,
Medtr7g072625,chr7,27062642,27062869,
Medtr5g071520,chr5,30358344,30363205,K01188 - beta-glucosidase (E3.2.1.21)  (1 of 38)
Medtr6g009020,chr6,2562466,2563949,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr5g041550,chr5,18233657,18235858,KOG0254 - Predicted transporter (major facilitator superfamily) (1 of 73)
Medtr2g034700,chr2,13279898,13282022,
Medtr1g035140,chr1,12636378,12639032,KOG0156 - Cytochrome P450 CYP2 subfamily (1 of 174)
Medtr8g031180,chr8,11657369,11659557,3.2.1.15 - Polygalacturonase / Pectinase (1 of 93)
Medtr8g005010,chr8,3778,4871,PTHR11668//PTHR11668:SF244 - SERINE/THREONINE PROTEIN PHOSPHATASE // SUBFAMILY NOT NAMED (1 of 1)
Medtr7g098630,chr7,39477239,39481462,PTHR10795:SF350 - SUBTILISIN-LIKE PROTEASE SDD1 (1 of 2)
Medtr3g060650,chr3,23778393,23780034,PTHR11697//PTHR11697:SF136 - GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 16)
Medtr7g015120,chr7,4556951,4563325,
Medtr8g009550,chr8,2251241,2251504,"K15404 - aldehyde decarbonylase (K15404, CER1)  (1 of 8)"
Medtr5g029875,chr5,12566100,12567241,
Medtr3g448820,chr3,16417514,16418047,
Medtr4g098700,chr4,40694571,40695499,
Medtr5g079890,chr5,34175929,34177137,
Medtr3g051610,chr3,20413123,20413817,
Medtr4g078450,chr4,30266668,30267044,
Medtr2g023130,chr2,8106243,8107053,
Medtr4g125490,chr4,52051634,52053330,PF08879//PF08880 - WRC (WRC)  // QLQ (QLQ)  (1 of 8)
Medtr7g044675,chr7,14928563,14929719,
Medtr5g067510,chr5,28539200,28539391,
Medtr3g072350,chr3,32500280,32503779,
Medtr4g124470,chr4,51502928,51511890,
Medtr4g065080,chr4,24676671,24678018,"PTHR24351:SF107 - AGC (CAMP-DEPENDENT, CGMP-DEPENDENT AND PROTEIN KINASE C) KINASE FAMILY PROTEIN (1 of 2)"
Medtr6g080130,chr6,30126608,30127216,PF13041 - PPR repeat family (PPR_2)  (1 of 599)
Medtr4g015860,chr4,4822257,4824344,PTHR12231:SF111 - MATRIX-REMODELING-ASSOCIATED PROTEIN 8 (1 of 2)
Medtr1g027450,chr1,9099500,9100479,PF13947 - Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)  (1 of 84)
Medtr3g105710,chr3,48758302,48759914,PTHR31319:SF4 - ZINC FINGER PROTEIN CONSTANS-LIKE 3-RELATED (1 of 1)
Medtr3g092680,chr3,42352507,42352767,
Medtr1g101975,chr1,46041696,46042115,
Medtr4g125440,chr4,52008004,52012520,K15082 - DNA repair protein RAD7 (RAD7)  (1 of 2)
Medtr3g058390,chr3,23145718,23147439,KOG0156 - Cytochrome P450 CYP2 subfamily (1 of 174)
Medtr5g034860,chr5,15146387,15146839,
Medtr4g130310,chr4,54285201,54289456,
Medtr3g058660,chr3,23334931,23336016,PTHR31376:SF17 - PURINE PERMEASE 10-RELATED (1 of 2)
Medtr8g013075,chr8,4079646,4080422,"PTHR31284:SF9 - HAD SUPERFAMILY, SUBFAMILY IIIB ACID PHOSPHATASE (1 of 9)"
Medtr8g027785,chr8,10121317,10121763,KOG3383 - Uncharacterized conserved protein (1 of 2)
Medtr8g105565,chr8,44523186,44523726,
Medtr7g007330,chr7,1439582,1439967,
Medtr1g038990,chr1,14416550,14419239,PTHR31500:SF17 - AT HOOK MOTIF DNA-BINDING FAMILY PROTEIN (1 of 8)
Medtr4g063570,chr4,23468368,23473194,
Medtr3g082340,chr3,37159184,37161016,
Medtr6g022740,chr6,7955593,7956755,
Medtr5g026360,chr5,10840578,10842274,2.4.1.57 - Phosphatidylinositol alpha-mannosyltransferase / Phosphatidyl-myo-inositol alpha-mannosyltransferase (1 of 1)
Medtr7g079540,chr7,30206760,30212206,
Medtr4g013250,chr4,3650767,3651245,
Medtr4g050300,chr4,17796569,17804302,PTHR31675:SF2 - AXIAL REGULATOR YABBY 2-RELATED (1 of 2)
Medtr7g097030,chr7,38979364,38981430,
Medtr2g095950,chr2,40932324,40934505,PTHR27001:SF63 - SERINE/THREONINE-PROTEIN KINASE RLCKVII-RELATED (1 of 8)
Medtr4g016320,chr4,4951793,4955269,
Medtr3g078820,chr3,35582081,35582719,PTHR31852:SF0 - LATE EMBRYOGENESIS ABUNDANT HYDROXYPROLINE-RICH GLYCOPROTEIN (1 of 5)
Medtr1g048130,chr1,18219459,18222635,"KOG2011 - Sister chromatid cohesion complex Cohesin, subunit STAG/IRR1/SCC3 (1 of 2)"
Medtr6g086735,chr6,32661221,32667954,
Medtr3g093110,chr3,42566706,42568353,"K02940 - large subunit ribosomal protein L9e (RP-L9e, RPL9)  (1 of 2)"
Medtr8g013730,chr8,4215565,4216081,
Medtr8g067930,chr8,28303905,28306163,PF00069//PF00139 - Protein kinase domain (Pkinase)  // Legume lectin domain (Lectin_legB)  (1 of 37)
Medtr7g084500,chr7,32619702,32620025,
Medtr3g064030,chr3,28793538,28793812,
Medtr1g018610,chr1,5399279,5402250,1.3.1.3 - Delta(4)-3-oxosteroid 5-beta-reductase / Testosterone 5-beta-reductase (1 of 11)
Medtr7g005543,chr7,166257,166705,
Medtr7g091510,chr7,36205530,36206664,2.1.1.145 - Trans-aconitate 3-methyltransferase (1 of 2)
Medtr6g033260,chr6,10558893,10566735,K00928 - aspartate kinase (lysC)  (1 of 2)
Medtr0236s0020,scaffold0236,11878,13446,
Medtr5g011470,chr5,3298732,3300540,K07562 - nonsense-mediated mRNA decay protein 3 (NMD3)  (1 of 13)
Medtr3g101350,chr3,46644983,46650464,
Medtr4g026590,chr4,9146474,9147729,PF16720 - Albumin I chain a (Albumin_I_a)  (1 of 36)
Medtr1g041735,chr1,15676358,15688028,
Medtr5g059260,chr5,24444704,24452152,PTHR31288:SF7 - GROWTH REGULATOR-RELATED PROTEIN-RELATED (1 of 1)
Medtr7g063320,chr7,23056227,23060595,K08081 - Tropinone reductase 1 (TR1)  (1 of 13)
Medtr4g084190,chr4,32811793,32814077,PTHR23089:SF3 - HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1 (1 of 1)
Medtr0330s0020,scaffold0330,2567,2998,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr5g045310,chr5,19883385,19886447,PTHR33403:SF5 - PROTEIN SPIRAL1-LIKE 2-RELATED (1 of 1)
Medtr1g032450,chr1,11537638,11539731,"K02981 - small subunit ribosomal protein S2e (RP-S2e, RPS2)  (1 of 2)"
Medtr3g074070,chr3,33432724,33438185,
Medtr2g090850,chr2,38992663,38993290,
Medtr2g079420,chr2,33418938,33422839,PTHR10438//PTHR10438:SF290 - THIOREDOXIN // SUBFAMILY NOT NAMED (1 of 2)
Medtr6g073090,chr6,27150313,27151482,PF04535 - Domain of unknown function (DUF588) (DUF588)  (1 of 41)
