Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Seita.3G231900,scaffold_3,19165668,19167980,PF05653 - Magnesium transporter NIPA (Mg_trans_NIPA)  (1 of 11)
Seita.8G015600,scaffold_8,914195,914776,PTHR22814//PTHR22814:SF89 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Seita.6G012800,scaffold_6,850654,852851,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 170)
Seita.5G462500,scaffold_5,46851839,46854590,1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 159)
Seita.9G158600,scaffold_9,10461698,10467931,K14793 - ribosomal RNA-processing protein 9 (RRP9)  (1 of 1)
Seita.9G129300,scaffold_9,8132949,8134931,K06966 - uncharacterized protein (K06966)  (1 of 10)
Seita.8G093700,scaffold_8,11953986,11958071,
Seita.2G440900,scaffold_2,48936441,48942794,K10728 - topoisomerase (DNA) II binding protein 1 (TOPBP1)  (1 of 3)
Seita.9G089100,scaffold_9,5377147,5379137,PTHR12411//PTHR12411:SF398 - CYSTEINE PROTEASE FAMILY C1-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.2G325700,scaffold_2,41321657,41325609,PTHR13832:SF333 - PROTEIN PHOSPHATASE 2C 39-RELATED (1 of 1)
Seita.5G225900,scaffold_5,28632091,28634754,PF08387 - FBD (FBD)  (1 of 67)
Seita.8G061500,scaffold_8,5770175,5774047,3.4.22.67 - Zingipain / Zingibain (1 of 2)
Seita.8G166100,scaffold_8,30835483,30840818,"K02926 - large subunit ribosomal protein L4 (RP-L4, MRPL4, rplD)  (1 of 3)"
Seita.5G372100,scaffold_5,40837766,40842272,PTHR11972//PTHR11972:SF68 - NADPH OXIDASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G299700,scaffold_1,36581539,36582819,
Seita.3G139100,scaffold_3,9738150,9739857,
Seita.8G243800,scaffold_8,39724046,39728989,
Seita.1G007300,scaffold_1,519519,524902,
Seita.2G298800,scaffold_2,39244940,39250171,
Seita.9G559600,scaffold_9,57459987,57460181,
Seita.1G123400,scaffold_1,10761401,10766149,2.4.1.69 - Galactoside 2-alpha-L-fucosyltransferase / Secretor-type beta-galactoside alpha-1->2 fucosyltransferase (1 of 21)
Seita.J002300,scaffold_11,63966,69413,K10405 - kinesin family member C1 (KIFC1)  (1 of 2)
Seita.2G302300,scaffold_2,39525394,39527772,PTHR12374:SF26 - F25A4.19 PROTEIN (1 of 7)
Seita.8G118200,scaffold_8,22270000,22271100,"PTHR11003//PTHR11003:SF137 - POTASSIUM CHANNEL, SUBFAMILY K // SUBFAMILY NOT NAMED (1 of 3)"
Seita.5G218300,scaffold_5,27791776,27795409,
Seita.3G307800,scaffold_3,36518274,36520988,
Seita.1G104700,scaffold_1,9118407,9118646,PF00280 - Potato inhibitor I family (potato_inhibit)  (1 of 26)
Seita.6G226900,scaffold_6,34059064,34063518,K09602 - ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12] (OTUB1)  (1 of 3)
Seita.6G091900,scaffold_6,8685903,8687075,
Seita.2G144400,scaffold_2,17278876,17282808,4.2.3.34 - Stemod-13(17)-ene synthase / Stemodene synthase (1 of 2)
Seita.6G087100,scaffold_6,7721528,7721884,PF01357 - Pollen allergen (Pollen_allerg_1)  (1 of 80)
Seita.2G287900,scaffold_2,38407744,38410905,PTHR11618:SF27 - CYCLIN FAMILY PROTEIN-RELATED (1 of 1)
Seita.7G309600,scaffold_7,34613450,34615545,PTHR11266:SF40 - MPV17/PMP22 FAMILY PROTEIN (1 of 2)
Seita.9G392400,scaffold_9,45515180,45516208,PTHR10426//PTHR10426:SF34 - STRICTOSIDINE SYNTHASE-RELATED // SUBFAMILY NOT NAMED (1 of 7)
Seita.7G099200,scaffold_7,20215977,20222105,
Seita.6G216900,scaffold_6,33285670,33286668,K10523 - speckle-type POZ protein (SPOP)  (1 of 86)
Seita.5G251300,scaffold_5,31400467,31408675,"K02150 - V-type H+-transporting ATPase subunit E (ATPeV1E, ATP6E)  (1 of 3)"
Seita.1G066400,scaffold_1,6199737,6204381,PTHR11122//PTHR11122:SF19 - APOSPORY-ASSOCIATED PROTEIN C-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G340400,scaffold_1,39708185,39711661,PTHR10795//PTHR10795:SF331 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G258900,scaffold_5,32181371,32183664,PTHR10992:SF834 - ALPHA/BETA-HYDROLASE-LIKE PROTEIN (1 of 3)
Seita.2G288900,scaffold_2,38456850,38461540,
Seita.5G240500,scaffold_5,30361907,30365468,PTHR30544//PTHR30544:SF3 - 23S RRNA METHYLTRANSFERASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.7G064600,scaffold_7,16707086,16713187,PTHR14571:SF9 - PHD FINGER PROTEIN 13 (1 of 1)
Seita.3G046500,scaffold_3,2849000,2861984,
Seita.2G336000,scaffold_2,42026702,42032985,
Seita.8G089500,scaffold_8,10836343,10843581,PF00931//PF13191 - NB-ARC domain (NB-ARC)  // AAA ATPase domain (AAA_16)  (1 of 8)
Seita.3G112000,scaffold_3,7497468,7500125,PTHR11034//PTHR11034:SF22 - N-MYC DOWNSTREAM REGULATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.3G074000,scaffold_3,4705479,4706131,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 170)
Seita.6G117300,scaffold_6,19445044,19451298,PF07714//PF08263//PF13855 - Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 30)
Seita.1G176400,scaffold_1,25446604,25447248,
Seita.7G022800,scaffold_7,4576798,4580070,PTHR10285:SF75 - URIDINE KINASE-LIKE PROTEIN 5 (1 of 2)
Seita.9G299300,scaffold_9,34490566,34494649,PTHR10706//PTHR10706:SF129 - F-BOX FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 3)
Seita.9G495500,scaffold_9,53244893,53248892,
Seita.5G169700,scaffold_5,17025162,17029030,PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)  (1 of 33)
Seita.1G188800,scaffold_1,27125429,27130233,
Seita.9G276300,scaffold_9,24789490,24794043,PTHR22883//PTHR22883:SF105 - ZINC FINGER DHHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.2G206800,scaffold_2,30865302,30867965,PTHR11685//PTHR11685:SF145 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 3)
Seita.2G334700,scaffold_2,41949884,41952322,
Seita.7G322400,scaffold_7,35286672,35287889,K16818 - phospholipase A1 (DAD1)  (1 of 2)
Seita.1G155400,scaffold_1,21460787,21468559,
Seita.6G119600,scaffold_6,20194068,20194376,
Seita.5G054200,scaffold_5,4815044,4817209,PTHR31642:SF24 - HXXXD-TYPE ACYL-TRANSFERASE-LIKE PROTEIN (1 of 5)
Seita.4G097400,scaffold_4,8309056,8310500,PTHR13068//PTHR13068:SF33 - CGI-12 PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 5)
Seita.3G094600,scaffold_3,6178503,6179559,
Seita.6G083300,scaffold_6,7425366,7426510,PF03087 - Arabidopsis protein of unknown function (DUF241)  (1 of 47)
Seita.2G076900,scaffold_2,6448670,6450035,
Seita.6G155500,scaffold_6,27553220,27557103,
Seita.3G374900,scaffold_3,47796540,47800398,
Seita.9G103800,scaffold_9,6269890,6270791,
Seita.2G311400,scaffold_2,40203726,40214848,PTHR23160:SF10 - PROTEIN GRIP (1 of 1)
Seita.4G241000,scaffold_4,36537973,36539183,"PTHR11260//PTHR11260:SF236 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 11)"
Seita.5G091100,scaffold_5,7773337,7774928,PF02485 - Core-2/I-Branching enzyme (Branch)  (1 of 36)
Seita.7G066300,scaffold_7,16860801,16861715,
Seita.6G253800,scaffold_6,35876144,35878972,PTHR27008:SF28 - KINASE-LIKE PROTEIN TMKL1-RELATED (1 of 1)
Seita.4G203800,scaffold_4,32161919,32163728,1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase (1 of 32)
Seita.4G006700,scaffold_4,435565,437036,PF04043 - Plant invertase/pectin methylesterase inhibitor (PMEI)  (1 of 67)
Seita.2G273000,scaffold_2,37264471,37265240,
Seita.3G304600,scaffold_3,35225925,35227706,PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 54)
Seita.2G203900,scaffold_2,30433907,30437679,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 170)
Seita.9G465200,scaffold_9,50934308,50935587,PF13962 - Domain of unknown function (PGG)  (1 of 72)
Seita.4G050100,scaffold_4,3704826,3707687,3.4.22.38 - Cathepsin K / Cathepsin X (1 of 1)
Seita.5G256900,scaffold_5,31943788,31945077,PF03478 - Protein of unknown function (DUF295) (DUF295)  (1 of 110)
Seita.1G096300,scaffold_1,8441123,8444250,PTHR23324:SF55 - PHOSPHATIDYLINOSITOL/PHOSPHATIDYLCHOLINE TRANSFER PROTEIN SFH10-RELATED (1 of 1)
Seita.7G254700,scaffold_7,31047405,31050750,
Seita.5G078900,scaffold_5,6732832,6736664,
Seita.9G178900,scaffold_9,12313920,12315770,"PF02701 - Dof domain, zinc finger (zf-Dof)  (1 of 35)"
Seita.2G177900,scaffold_2,26826589,26829138,PF01535//PF12854//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 8)
Seita.8G075800,scaffold_8,8209573,8216267,"PTHR30239:SF6 - ACETOLACTATE SYNTHASE SMALL SUBUNIT 1, CHLOROPLASTIC (1 of 1)"
Seita.9G283600,scaffold_9,30280605,30283660,
Seita.9G337600,scaffold_9,39581084,39583837,PF12646 - Domain of unknown function (DUF3783) (DUF3783)  (1 of 1)
Seita.4G195200,scaffold_4,31270063,31270794,
Seita.1G349900,scaffold_1,40358456,40359724,PTHR16719:SF2 - CYTOCHROME C OXIDASE COPPER CHAPERONE 1-RELATED (1 of 1)
Seita.9G281100,scaffold_9,28133996,28134337,
Seita.1G135900,scaffold_1,13611392,13614000,
Seita.2G251400,scaffold_2,35429310,35433307,
Seita.8G086900,scaffold_8,10489985,10490616,
Seita.4G183000,scaffold_4,29688029,29689713,
Seita.4G069700,scaffold_4,5349310,5364658,K15164 - mediator of RNA polymerase II transcription subunit 13 (MED13)  (1 of 1)
Seita.7G224400,scaffold_7,28989968,28996254,
Seita.4G075000,scaffold_4,5748816,5750947,
Seita.7G320600,scaffold_7,35168640,35171933,2.7.1.3 - Ketohexokinase / Hepatic fructokinase (1 of 4)
Seita.9G465500,scaffold_9,50947895,50953372,
Seita.3G000500,scaffold_3,19865,23440,PF02365 - No apical meristem (NAM) protein (NAM)  (1 of 135)
Seita.6G086200,scaffold_6,7676201,7677104,PF01357//PF03330 - Pollen allergen (Pollen_allerg_1)  // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)  (1 of 69)
Seita.6G212600,scaffold_6,32992802,32993944,
Seita.2G003000,scaffold_2,186769,188633,PTHR11374//PTHR11374:SF27 - UDP-GLUCOSE DEHYDROGENASE/UDP-MANNAC DEHYDROGENASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G269400,scaffold_9,22847195,22847675,
Seita.5G059900,scaffold_5,5292386,5297423,
Seita.6G113200,scaffold_6,18269606,18273193,6.3.5.2 - GMP synthase (glutamine-hydrolyzing) / GMP synthetase (glutamine-hydrolyzing) (1 of 1)
Seita.1G126200,scaffold_1,11171551,11176977,
Seita.1G193000,scaffold_1,27487351,27489713,PF01535//PF12854//PF13812 - PPR repeat (PPR)  // PPR repeat (PPR_1)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 5)
Seita.1G146600,scaffold_1,16972397,16974440,"PTHR31003:SF4 - GENOMIC DNA, CHROMOSOME 3, TAC CLONE:K13N2-RELATED (1 of 1)"
Seita.2G371300,scaffold_2,44479932,44482915,
Seita.7G082700,scaffold_7,18682739,18686823,
Seita.4G013300,scaffold_4,832032,832955,
Seita.3G367800,scaffold_3,47134218,47137517,2.4.1.185 - Flavanone 7-O-beta-glucosyltransferase (1 of 2)
Seita.2G103300,scaffold_2,9787686,9791590,PTHR23155//PTHR23155:SF531 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 9)
Seita.1G251900,scaffold_1,32727514,32731415,
Seita.6G000500,scaffold_6,83213,85252,
Seita.1G290100,scaffold_1,35891716,35895475,PF04770 - ZF-HD protein dimerisation region (ZF-HD_dimer)  (1 of 16)
Seita.1G363000,scaffold_1,41204089,41207819,PTHR14449:SF2 - FANCONI ANEMIA GROUP F PROTEIN (1 of 1)
Seita.4G056300,scaffold_4,4156403,4161287,
Seita.8G055200,scaffold_8,4857496,4858137,
Seita.8G183500,scaffold_8,32874662,32877387,PF12937 - F-box-like (F-box-like)  (1 of 123)
Seita.9G562400,scaffold_9,57675604,57677131,1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 159)
Seita.2G335400,scaffold_2,41985918,41991125,PTHR18966//PTHR18966:SF221 - IONOTROPIC GLUTAMATE RECEPTOR // SUBFAMILY NOT NAMED (1 of 1)
Seita.3G397700,scaffold_3,49812838,49817908,
Seita.3G280700,scaffold_3,25935844,25937584,PTHR12411//PTHR12411:SF401 - CYSTEINE PROTEASE FAMILY C1-RELATED // SUBFAMILY NOT NAMED (1 of 12)
Seita.7G051200,scaffold_7,14645373,14649849,
Seita.4G134900,scaffold_4,14841134,14842581,1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 159)
Seita.5G187400,scaffold_5,23860066,23861164,PF04640 - PLATZ transcription factor (PLATZ)  (1 of 20)
Seita.5G150900,scaffold_5,13453395,13454628,
Seita.6G050400,scaffold_6,3934647,3935135,
Seita.1G300400,scaffold_1,36622212,36625437,PTHR10766//PTHR10766:SF53 - TRANSMEMBRANE 9 SUPERFAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G377200,scaffold_1,41926350,41927129,PF11267 - Domain of unknown function (DUF3067) (DUF3067)  (1 of 1)
Seita.8G219100,scaffold_8,37237855,37238455,
Seita.2G369400,scaffold_2,44368290,44372264,PF03514 - GRAS domain family (GRAS)  (1 of 57)
Seita.9G539200,scaffold_9,56105810,56108362,PF00892 - EamA-like transporter family (EamA)  (1 of 63)
Seita.6G099200,scaffold_6,11049122,11049577,"PF02902 - Ulp1 protease family, C-terminal catalytic domain (Peptidase_C48)  (1 of 75)"
Seita.1G201700,scaffold_1,28159965,28165140,PTHR24326:SF140 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HAT1-RELATED (1 of 2)
Seita.4G131600,scaffold_4,14018126,14020359,PTHR24078//PTHR24078:SF190 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G236100,scaffold_1,31446809,31449074,"K12127 - pseudo-response regulator 1 (TOC1, APRR1)  (1 of 1)"
Seita.4G289000,scaffold_4,40072159,40075776,PTHR13555 - C2H2 ZINC FINGER CGI-62-RELATED (1 of 1)
Seita.8G157700,scaffold_8,29833785,29837137,PF00560//PF07714//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 21)
Seita.4G025800,scaffold_4,1662119,1662565,
Seita.1G021200,scaffold_1,1831012,1831513,
Seita.J000400,scaffold_10,87315,88352,K10760 - adenylate isopentenyltransferase (cytokinin synthase) (IPT)  (1 of 7)
Seita.5G233400,scaffold_5,29592686,29595366,"PF04844 - Transcriptional repressor, ovate (Ovate)  (1 of 34)"
Seita.7G195500,scaffold_7,26907222,26908077,PTHR21737//PTHR21737:SF7 - POLYGLUTAMINE BINDING PROTEIN 1/MARVEL  MEMBRANE-ASSOCIATING  DOMAIN CONTAINING 3 // SUBFAMILY NOT NAMED (1 of 1)
Seita.3G407800,scaffold_3,50536473,50539236,PTHR21136//PTHR21136:SF99 - SNARE PROTEINS // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G020300,scaffold_1,1740072,1742290,PF12507 - Human Cytomegalovirus UL139 protein (HCMV_UL139)  (1 of 1)
Seita.9G485600,scaffold_9,52568417,52571465,PTHR20852//PTHR20852:SF61 - GLUTAMINE SYNTHETASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.4G135900,scaffold_4,15144294,15145759,PTHR13683//PTHR13683:SF367 - ASPARTYL PROTEASES // SUBFAMILY NOT NAMED (1 of 4)
Seita.6G013700,scaffold_6,893507,896671,
Seita.1G293500,scaffold_1,36159443,36163095,
Seita.7G134300,scaffold_7,22649909,22651094,PF03478 - Protein of unknown function (DUF295) (DUF295)  (1 of 110)
Seita.7G018500,scaffold_7,3455350,3457215,KOG4579 - Leucine-rich repeat (LRR) protein associated with apoptosis in muscle tissue (1 of 23)
Seita.2G309300,scaffold_2,40031279,40033955,K12161 - ubiquitin related modifier 1 (URM1)  (1 of 1)
Seita.2G023300,scaffold_2,1871345,1877599,
Seita.1G273800,scaffold_1,34707582,34708823,
Seita.7G023000,scaffold_7,4711022,4725945,
Seita.3G243900,scaffold_3,20869910,20871528,PTHR11102//PTHR11102:SF99 - SEL-1-LIKE PROTEIN // SUBFAMILY NOT NAMED (1 of 3)
Seita.3G337800,scaffold_3,43223416,43231400,"PF05605 - Drought induced 19 protein (Di19), zinc-binding (zf-Di19)  (1 of 6)"
Seita.2G376500,scaffold_2,44850990,44852784,PTHR33133:SF1 - T24P13.3 (1 of 1)
Seita.7G082200,scaffold_7,18595848,18604940,
Seita.5G278100,scaffold_5,33892158,33894004,PF13947//PF14380 - Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)  // Wall-associated receptor kinase C-terminal (WAK_assoc)  (1 of 10)
Seita.3G366500,scaffold_3,46981013,46995352,K03125 - transcription initiation factor TFIID subunit 1 (TAF1)  (1 of 2)
Seita.6G243400,scaffold_6,35200463,35201038,PTHR31852:SF7 - LATE EMBRYOGENESIS ABUNDANT HYDROXYPROLINE-RICH GLYCOPROTEIN (1 of 1)
Seita.3G151500,scaffold_3,10949819,10951437,PF16913 - Purine nucleobase transmembrane transport (PUNUT)  (1 of 18)
Seita.9G245800,scaffold_9,19186923,19188048,
Seita.5G037400,scaffold_5,3464440,3465030,
Seita.3G171900,scaffold_3,12721393,12726586,
Seita.6G094000,scaffold_6,9349577,9350264,PF07893 - Protein of unknown function (DUF1668) (DUF1668)  (1 of 90)
Seita.6G108000,scaffold_6,15047008,15052152,PTHR11850:SF122 - HOMEOBOX PROTEIN KNOTTED-1-LIKE 3-RELATED (1 of 1)
Seita.5G049800,scaffold_5,4471866,4479269,"K14768 - U3 small nucleolar RNA-associated protein 7 (UTP7, WDR46)  (1 of 2)"
Seita.1G178100,scaffold_1,25646012,25647313,PTHR21499//PTHR21499:SF26 - ASPARTATE KINASE // SUBFAMILY NOT NAMED (1 of 2)
Seita.2G016200,scaffold_2,1195650,1198186,
Seita.7G086700,scaffold_7,19161965,19163788,PF08659 - KR domain (KR)  (1 of 30)
Seita.1G336600,scaffold_1,39413694,39416411,PF08879 - WRC (WRC)  (1 of 19)
Seita.9G300600,scaffold_9,34757095,34757468,PF00304 - Gamma-thionin family (Gamma-thionin)  (1 of 50)
Seita.7G284100,scaffold_7,33081473,33082894,PTHR22950//PTHR22950:SF290 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED (1 of 6)
Seita.5G310700,scaffold_5,36252462,36257029,
Seita.6G234400,scaffold_6,34633343,34633845,PTHR14303//PTHR14303:SF1 - DNA POLYMERASE DELTA SUBUNIT 4 // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G074700,scaffold_5,6447676,6449211,PTHR11071:SF244 - CYCLOPHILIN-LIKE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FAMILY PROTEIN (1 of 1)
Seita.6G244200,scaffold_6,35252975,35257343,
Seita.7G011500,scaffold_7,1960033,1965920,
Seita.2G224500,scaffold_2,32669383,32671871,
Seita.5G344800,scaffold_5,38943201,38948786,"KOG0491 - Transcription factor BSH, contains HOX domain (1 of 1)"
Seita.1G173900,scaffold_1,25059049,25068878,PTHR10857:SF26 - PROTEIN BONZAI 3 (1 of 2)
Seita.9G228800,scaffold_9,17246224,17250530,
Seita.2G008900,scaffold_2,526399,527396,PF00646 - F-box domain (F-box)  (1 of 322)
Seita.7G291500,scaffold_7,33499331,33500314,PF02496 - ABA/WDS induced protein (ABA_WDS)  (1 of 8)
Seita.5G145300,scaffold_5,12909964,12914292,PTHR24057:SF5 - SHAGGY-RELATED PROTEIN KINASE ETA (1 of 1)
Seita.3G060100,scaffold_3,3822294,3827631,PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 62)
Seita.J027200,scaffold_110,5770,7261,PTHR12411//PTHR12411:SF337 - CYSTEINE PROTEASE FAMILY C1-RELATED // SUBFAMILY NOT NAMED (1 of 5)
Seita.6G057100,scaffold_6,4582696,4586033,"K02915 - large subunit ribosomal protein L34e (RP-L34e, RPL34)  (1 of 4)"
Seita.9G156300,scaffold_9,10278132,10283660,K03680 - translation initiation factor eIF-2B subunit delta (EIF2B4)  (1 of 2)
Seita.2G039800,scaffold_2,3253129,3254765,1.3.1.22 - 3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+)) / Cholestenone 5-alpha-reductase (1 of 4)
Seita.1G083900,scaffold_1,7472242,7473704,KOG0472 - Leucine-rich repeat protein (1 of 98)
Seita.6G153600,scaffold_6,27321092,27322024,
Seita.2G013200,scaffold_2,895337,898767,
Seita.8G243900,scaffold_8,39738597,39738825,
Seita.1G013600,scaffold_1,1153992,1154666,PTHR14155//PTHR14155:SF146 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 12)
Seita.1G270100,scaffold_1,34332078,34336251,KOG0157 - Cytochrome P450 CYP4/CYP19/CYP26 subfamilies (1 of 116)
Seita.4G048000,scaffold_4,3537188,3546886,
Seita.3G053000,scaffold_3,3355914,3357569,1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 159)
Seita.3G109200,scaffold_3,7272376,7275368,
Seita.2G407300,scaffold_2,46734339,46735802,1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 159)
Seita.5G103400,scaffold_5,8764673,8764889,
Seita.3G332900,scaffold_3,42617980,42621009,PTHR19241//PTHR19241:SF287 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G022300,scaffold_9,1201965,1205886,3.1.16.1 - Spleen exonuclease / Spleen phosphodiesterase (1 of 6)
Seita.3G346200,scaffold_3,44496636,44500648,1.1.1.25 - Shikimate dehydrogenase / Shikimate:NADP(+) oxidoreductase (1 of 3)
Seita.3G045000,scaffold_3,2752532,2754449,PTHR11132//PTHR11132:SF130 - SOLUTE CARRIER FAMILY 35 // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G178100,scaffold_9,12252560,12259172,6.1.1.6 - Lysine--tRNA ligase / Lysyl-tRNA synthetase (1 of 2)
Seita.9G074100,scaffold_9,4345585,4347323,PF06219 - Protein of unknown function (DUF1005) (DUF1005)  (1 of 6)
Seita.8G116200,scaffold_8,21617212,21620946,K10949 - ER lumen protein retaining receptor (KDELR)  (1 of 3)
Seita.3G252300,scaffold_3,21764110,21773234,PTHR12064//PTHR12064:SF32 - ANCIENT CONSERVED DOMAIN PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.8G185400,scaffold_8,33112159,33112767,"PTHR11260//PTHR11260:SF248 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 4)"
Seita.J013100,scaffold_14,4501,4644,K02711 - photosystem II PsbJ protein (psbJ)  (1 of 2)
Seita.7G052600,scaffold_7,14866217,14866648,
Seita.2G318900,scaffold_2,40801125,40806480,PTHR11119:SF54 - NUCLEOBASE-ASCORBATE TRANSPORTER 11 (1 of 1)
Seita.3G003500,scaffold_3,171481,175319,
Seita.4G085900,scaffold_4,6988977,6998076,K06228 - fused (FU)  (1 of 2)
Seita.1G339700,scaffold_1,39672073,39674778,PTHR22298:SF31 - ENDOGLUCANASE 16 (1 of 1)
Seita.2G251900,scaffold_2,35489306,35492666,
Seita.6G104600,scaffold_6,13447566,13448960,"K02924 - large subunit ribosomal protein L39e (RP-L39e, RPL39)  (1 of 3)"
Seita.6G045900,scaffold_6,3550627,3551915,PTHR11064//PTHR11064:SF48 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G149000,scaffold_5,13300537,13301894,K19038 - E3 ubiquitin-protein ligase ATL41 [EC:6.3.2.19] (ATL41)  (1 of 5)
Seita.7G170200,scaffold_7,25196250,25198921,PTHR19139//PTHR19139:SF137 - AQUAPORIN TRANSPORTER // SUBFAMILY NOT NAMED (1 of 4)
Seita.7G107600,scaffold_7,20819441,20821017,"PTHR10903//PTHR10903:SF66 - GTPASE, IMAP FAMILY MEMBER-RELATED // SUBFAMILY NOT NAMED (1 of 4)"
Seita.2G355100,scaffold_2,43454725,43455732,PTHR11614:SF20 - ALPHA/BETA-HYDROLASE-LIKE PROTEIN (1 of 1)
Seita.5G069000,scaffold_5,5881755,5887917,PTHR14140//PTHR14140:SF31 - E3 UBIQUITIN-PROTEIN LIGASE UHRF-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Seita.4G042700,scaffold_4,3135173,3141344,PTHR18934:SF143 - DEAD/DEAH BOX HELICASE (1 of 1)
Seita.1G185700,scaffold_1,26665637,26668509,
Seita.6G250100,scaffold_6,35651435,35656219,4.2.1.9 - Dihydroxy-acid dehydratase (1 of 1)
Seita.2G293300,scaffold_2,38862494,38864139,PF13041 - PPR repeat family (PPR_2)  (1 of 453)
Seita.7G147900,scaffold_7,23555567,23561264,PTHR10231:SF25 - UDP-SUGAR TRANSPORTER PROTEIN SLC35A4-RELATED (1 of 2)
