Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Sevir.1G275800,Chr_01,34080257,34081802,
Sevir.9G076000,Chr_09,4591431,4592685,(1 of 94) PF14432 - DYW family of nucleic acid deaminases (DYW_deaminase)
Sevir.4G241300,Chr_04,34346645,34355188,(1 of 1) PTHR19229//PTHR19229:SF123 - ATP-BINDING CASSETTE TRANSPORTER SUBFAMILY A  ABCA // SUBFAMILY NOT NAMED
Sevir.9G315101,Chr_09,34735872,34739792,
Sevir.9G303300,Chr_09,33155596,33158615,
Sevir.2G194800,Chr_02,27089891,27091385,(1 of 2) PTHR22814//PTHR22814:SF103 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED
Sevir.9G293700,Chr_09,31268801,31269609,
Sevir.2G104700,Chr_02,9482858,9484641,(1 of 119) PF12937 - F-box-like (F-box-like)
Sevir.1G210400,Chr_01,28462315,28462578,
Sevir.9G014900,Chr_09,771928,774756,(1 of 1) PTHR22835//PTHR22835:SF231 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.3G116000,Chr_03,7689260,7691879,
Sevir.2G009050,Chr_02,741259,743332,"(1 of 106) PF04578 - Protein of unknown function, DUF594 (DUF594)"
Sevir.2G078400,Chr_02,6572183,6572593,(1 of 7) PF15697 - Domain of unknown function (DUF4666) (DUF4666)
Sevir.2G276100,Chr_02,35506819,35508208,"(1 of 6) PTHR11461//PTHR11461:SF169 - SERINE PROTEASE INHIBITOR, SERPIN // SUBFAMILY NOT NAMED"
Sevir.3G219500,Chr_03,16383448,16385568,(1 of 3) PTHR21229//PTHR21229:SF26 - LUNG SEVEN TRANSMEMBRANE RECEPTOR // SUBFAMILY NOT NAMED
Sevir.2G250200,Chr_02,33334015,33335548,"(1 of 1) PTHR11260//PTHR11260:SF233 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED"
Sevir.2G259900,Chr_02,34066880,34069263,(1 of 4) PTHR13683//PTHR13683:SF378 - ASPARTYL PROTEASES // SUBFAMILY NOT NAMED
Sevir.6G178900,Chr_06,29953718,29955182,
Sevir.7G306800,Chr_07,33214349,33222711,(1 of 75) 2.1.1.43 - Histone-lysine N-methyltransferase / Protein-lysine N-methyltransferase
Sevir.1G380000,Chr_01,41308499,41310837,
Sevir.9G210700,Chr_09,15156357,15156869,
Sevir.1G035900,Chr_01,3298455,3299372,
Sevir.8G005500,Chr_08,409082,410510,(1 of 1) PTHR22835//PTHR22835:SF180 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.5G386000,Chr_05,40853224,40854076,(1 of 10) PF00228 - Bowman-Birk serine protease inhibitor family (Bowman-Birk_leg)
Sevir.2G267450,Chr_02,34859271,34859750,
Sevir.9G378100,Chr_09,41561102,41561770,(1 of 8) PTHR23244//PTHR23244:SF320 - KELCH REPEAT DOMAIN // SUBFAMILY NOT NAMED
Sevir.9G028100,Chr_09,1542066,1544127,(1 of 7) PF04859 - Plant protein of unknown function (DUF641) (DUF641)
Sevir.4G141000,Chr_04,26891702,26892298,(1 of 5) PTHR14155//PTHR14155:SF84 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sevir.2G112200,Chr_02,10928373,10936940,
Sevir.2G253600,Chr_02,33600912,33602534,(1 of 1) PTHR18763//PTHR18763:SF3 - WD-REPEAT PROTEIN 18 // SUBFAMILY NOT NAMED
Sevir.7G066600,Chr_07,15168349,15169431,
Sevir.9G441700,Chr_09,46633444,46640075,(1 of 1) PTHR15071 - CATION-DEPENDENT MANNOSE-6-PHOSPHATE RECEPTOR
Sevir.7G167400,Chr_07,23429801,23434525,"(1 of 8) PF05911 - Filament-like plant protein, long coiled-coil (FPP)"
Sevir.6G067700,Chr_06,6213421,6217868,"(1 of 226) PF00076 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) (RRM_1)"
Sevir.8G071100,Chr_08,7109240,7110422,(1 of 2) PTHR23155:SF455 - COILED-COIL DOMAIN-CONTAINING PROTEIN LOBO HOMOLOG
Sevir.2G158400,Chr_02,20664292,20678760,
Sevir.2G062000,Chr_02,5138665,5139725,
Sevir.9G403700,Chr_09,43682669,43685825,
Sevir.5G233532,Chr_05,28188845,28197046,
Sevir.8G067400,Chr_08,6619362,6619716,(1 of 2) 3.1.4.11//4.6.1.13 - Phosphoinositide phospholipase C / Triphosphoinositide phosphodiesterase // Phosphatidylinositol diacylglycerol-lyase / Phosphatidylinositol phospholipase C
Sevir.1G045166,Chr_01,4319323,4319871,(1 of 2) PTHR11254//PTHR11254:SF334 - HECT DOMAIN UBIQUITIN-PROTEIN LIGASE // SUBFAMILY NOT NAMED
Sevir.3G270200,Chr_03,21970692,21972771,(1 of 6) 3.2.1.73 - Licheninase / Mixed linkage beta-glucanase
Sevir.5G082700,Chr_05,6610298,6611470,(1 of 4) PTHR10315//PTHR10315:SF46 - SEVEN IN ABSENTIA HOMOLOG // SUBFAMILY NOT NAMED
Sevir.2G081200,Chr_02,6954278,6958374,(1 of 5) PTHR23155//PTHR23155:SF561 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.2G014100,Chr_02,1111449,1112173,
Sevir.9G370400,Chr_09,40856627,40860466,(1 of 6) K17795 - mitochondrial import inner membrane translocase subunit TIM17 (TIM17)
Sevir.9G547000,Chr_09,53914332,53916421,(1 of 1) PTHR11062//PTHR11062:SF78 - EXOSTOSIN  HEPARAN SULFATE GLYCOSYLTRANSFERASE -RELATED // SUBFAMILY NOT NAMED
Sevir.3G291700,Chr_03,25517207,25519104,(1 of 5) PTHR11654//PTHR11654:SF19 - OLIGOPEPTIDE TRANSPORTER-RELATED // PROTEIN NRT1/ PTR FAMILY 2.1-RELATED
Sevir.4G073402,Chr_04,5802841,5803447,
Sevir.9G090500,Chr_09,5526291,5533740,(1 of 1) PTHR18934//PTHR18934:SF103 - ATP-DEPENDENT RNA HELICASE // ATP-DEPENDENT RNA HELICASE A-LIKE PROTEIN
Sevir.3G344400,Chr_03,42046284,42049213,
Sevir.3G148700,Chr_03,10253110,10254427,(1 of 82) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)
Sevir.1G279100,Chr_01,34347783,34350087,(1 of 85) PF02362 - B3 DNA binding domain (B3)
Sevir.4G041400,Chr_04,3177622,3179542,"(1 of 3) K13413 - mitogen-activated protein kinase kinase 4/5, plant (MKK4_5P)"
Sevir.7G200800,Chr_07,25671103,25674739,(1 of 1) PTHR10641//PTHR10641:SF488 - MYB-LIKE DNA-BINDING PROTEIN MYB // DUO POLLEN 1
Sevir.1G144700,Chr_01,16369319,16376216,
Sevir.9G004900,Chr_09,277482,283776,"(1 of 1) PTHR13780//PTHR13780:SF54 - AMP-ACTIVATED PROTEIN KINASE, GAMMA REGULATORY SUBUNIT // SUCROSE NONFERMENTING 4-LIKE PROTEIN"
Sevir.4G099900,Chr_04,8695640,8700356,
Sevir.3G093200,Chr_03,6134800,6136084,(1 of 1) K09228 - KRAB domain-containing zinc finger protein (KRAB)
Sevir.8G089133,Chr_08,10311447,10311723,
Sevir.5G007700,Chr_05,581516,582747,
Sevir.1G353100,Chr_01,39643318,39648153,(1 of 3) K03248 - translation initiation factor 3 subunit G (EIF3G)
Sevir.1G035600,Chr_01,3250331,3257793,
Sevir.5G116500,Chr_05,9479721,9483530,(1 of 1) PTHR31268//PTHR31268:SF2 - FAMILY NOT NAMED // GALACTINOL--SUCROSE GALACTOSYLTRANSFERASE 5-RELATED
Sevir.5G413900,Chr_05,42847066,42847395,
Sevir.2G452000,Chr_02,47490546,47494669,
Sevir.7G324600,Chr_07,34337208,34340868,(1 of 172) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2)
Sevir.1G059100,Chr_01,5448844,5455395,
Sevir.1G145540,Chr_01,16839427,16840020,(1 of 1) K03879 - NADH-ubiquinone oxidoreductase chain 2 (ND2)
Sevir.1G076200,Chr_01,6959069,6960007,(1 of 1) PTHR11945//PTHR11945:SF199 - MADS BOX PROTEIN // AGAMOUS-LIKE MADS-BOX PROTEIN AGL61-RELATED
Sevir.7G075300,Chr_07,16337580,16337928,
Sevir.8G034100,Chr_08,2343438,2347613,
Sevir.9G236700,Chr_09,18226322,18227479,"(1 of 1) PTHR10438//PTHR10438:SF258 - THIOREDOXIN // THIOREDOXIN F1, CHLOROPLASTIC-RELATED"
Sevir.4G179900,Chr_04,15031102,15032567,(1 of 2) PTHR13683//PTHR13683:SF367 - ASPARTYL PROTEASES // SUBFAMILY NOT NAMED
Sevir.1G015300,Chr_01,1304537,1309296,
Sevir.9G159400,Chr_09,10486705,10495358,(1 of 2) PTHR12446//PTHR12446:SF32 - TESMIN/TSO1-RELATED // SUBFAMILY NOT NAMED
Sevir.2G163250,Chr_02,21988276,21991185,
Sevir.4G279100,Chr_04,37673211,37681541,
Sevir.3G422900,Chr_03,50008961,50014632,
Sevir.1G223100,Chr_01,29668233,29670109,
Sevir.1G092600,Chr_01,8174793,8179589,
Sevir.1G092300,Chr_01,8166945,8168006,(1 of 83) PF07893 - Protein of unknown function (DUF1668) (DUF1668)
Sevir.6G100600,Chr_06,23709561,23712995,(1 of 58) PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sevir.7G264466,Chr_07,30079946,30082388,(1 of 89) PF08276 - PAN-like domain (PAN_2)
Sevir.1G202300,Chr_01,27765104,27767342,"(1 of 1) PTHR10388//PTHR10388:SF11 - EUKARYOTIC TRANSLATION INITIATION FACTOR SUI1 // APO PROTEIN 3, MITOCHONDRIAL"
Sevir.3G199500,Chr_03,14474431,14481765,
Sevir.5G153400,Chr_05,13509672,13514798,
Sevir.2G248400,Chr_02,33096089,33097811,(1 of 4) PTHR14155//PTHR14155:SF101 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sevir.4G232200,Chr_04,33489499,33494799,(1 of 1) PTHR10641//PTHR10641:SF540 - MYB-LIKE DNA-BINDING PROTEIN MYB // MYB TRANSCRIPTION FACTOR
Sevir.9G204100,Chr_09,14581293,14583325,(1 of 5) PTHR10992//PTHR10992:SF869 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.4G036601,Chr_04,2583953,2584826,
Sevir.8G248800,Chr_08,39304229,39306627,(1 of 4) PTHR11926//PTHR11926:SF230 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED
Sevir.9G545500,Chr_09,53819733,53825182,(1 of 5) PF09366 - Protein of unknown function (DUF1997) (DUF1997)
Sevir.5G381500,Chr_05,40519967,40520799,
Sevir.9G403500,Chr_09,43665005,43668611,(1 of 1) PTHR10502//PTHR10502:SF104 - ANNEXIN // ANNEXIN D4
Sevir.9G278166,Chr_09,24714194,24714340,
Sevir.3G060600,Chr_03,3880680,3884708,"(1 of 1) PTHR31426:SF4 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MMJ24"
Sevir.3G040032,Chr_03,2478343,2479745,"(1 of 3) PTHR22594:SF34 - ASPARAGINE--TRNA LIGASE, MITOCHONDRIAL-RELATED"
Sevir.3G137000,Chr_03,9172516,9178666,
Sevir.9G163600,Chr_09,10948412,10948687,
Sevir.8G057150,Chr_08,5001448,5001826,
Sevir.6G152900,Chr_06,26914053,26915431,(1 of 82) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)
Sevir.3G406200,Chr_03,48615313,48617449,
Sevir.9G472000,Chr_09,48758324,48762364,
Sevir.2G148050,Chr_02,16225898,16226217,
Sevir.5G251400,Chr_05,30042334,30047890,
Sevir.5G049900,Chr_05,3924881,3940682,(1 of 7) PTHR22939//PTHR22939:SF88 - SERINE PROTEASE FAMILY S1C HTRA-RELATED // SUBFAMILY NOT NAMED
Sevir.4G245300,Chr_04,34861029,34872301,
Sevir.3G055300,Chr_03,3532632,3541543,(1 of 108) PF03106 - WRKY DNA -binding domain (WRKY)
Sevir.5G027000,Chr_05,1976771,1982181,
Sevir.8G016276,Chr_08,1120522,1121185,
Sevir.1G267300,Chr_01,33380116,33381152,(1 of 22) PF00234 - Protease inhibitor/seed storage/LTP family (Tryp_alpha_amyl)
Sevir.2G440566,Chr_02,46712943,46713666,
Sevir.5G009100,Chr_05,693533,693922,"(1 of 5) PTHR11260//PTHR11260:SF188 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED"
Sevir.9G491300,Chr_09,50266812,50271144,"(1 of 1) PTHR32227//PTHR32227:SF52 - FAMILY NOT NAMED // GLUCAN ENDO-1,3-BETA-GLUCOSIDASE 2"
Sevir.1G082950,Chr_01,7443743,7446409,(1 of 313) PF08263 - Leucine rich repeat N-terminal domain (LRRNT_2)
Sevir.5G476000,Chr_05,46597046,46597897,(1 of 1) PTHR19139//PTHR19139:SF55 - AQUAPORIN TRANSPORTER // SUBFAMILY NOT NAMED
Sevir.1G215600,Chr_01,28958199,28959610,(1 of 2) PTHR22814//PTHR22814:SF122 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED
Sevir.4G061400,Chr_04,4761963,4762479,
Sevir.7G188800,Chr_07,24843015,24845951,(1 of 1) 1.1.1.248 - Salutaridine reductase (NADPH)
Sevir.5G153850,Chr_05,13547051,13548414,
Sevir.3G249000,Chr_03,19803773,19807277,
Sevir.5G040800,Chr_05,3114908,3124233,
Sevir.5G039900,Chr_05,3011575,3016689,
Sevir.2G307100,Chr_02,37914720,37915976,
Sevir.3G252600,Chr_03,20188229,20190658,(1 of 25) KOG0617 - Ras suppressor protein (contains leucine-rich repeats)
Sevir.8G025950,Chr_08,1532336,1532629,
Sevir.3G211701,Chr_03,15608235,15608575,
Sevir.8G205200,Chr_08,34455872,34456942,(1 of 17) PF00651//PF00917 - BTB/POZ domain (BTB) // MATH domain (MATH)
Sevir.3G322206,Chr_03,32956016,32957897,
Sevir.1G112200,Chr_01,9762912,9766630,(1 of 1) K12849 - pre-mRNA-splicing factor 38A (PRPF38A)
Sevir.4G193801,Chr_04,12524994,12527830,
Sevir.3G274200,Chr_03,22718318,22718985,(1 of 16) 3.1.4.4 - Phospholipase D / Lipophosphodiesterase II
Sevir.6G127200,Chr_06,20499483,20502576,(1 of 1) PTHR11654//PTHR11654:SF100 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED
Sevir.9G542800,Chr_09,53613427,53615481,"(1 of 13) K08176 - MFS transporter, PHS family, inorganic phosphate transporter (PHO84)"
Sevir.9G559900,Chr_09,54743790,54748311,
Sevir.2G363400,Chr_02,42016309,42018467,
Sevir.9G583400,Chr_09,56276571,56284054,
Sevir.3G123300,Chr_03,8164599,8169292,"(1 of 3) K02218 - casein kinase 1 (CSNK1, CK1)"
Sevir.5G308400,Chr_05,35408583,35409387,
Sevir.6G027000,Chr_06,2058100,2059283,
Sevir.6G014001,Chr_06,948784,952441,
Sevir.7G265500,Chr_07,30121935,30122740,(1 of 11) PF12609 - Wound-induced protein (DUF3774)
Sevir.7G296966,Chr_07,32341669,32342438,(1 of 8) PF03352 - Methyladenine glycosylase (Adenine_glyco)
Sevir.5G443000,Chr_05,44776742,44779926,"(1 of 1) K04649 - ubiquitin-conjugating enzyme (huntingtin interacting protein 2) (HIP2, UBC1)"
Sevir.3G264400,Chr_03,21394560,21400249,"(1 of 4) K15272 - solute carrier family 35 (UDP-sugar transporter), member A1/2/3 (SLC35A1_2_3)"
Sevir.7G068800,Chr_07,15310017,15310928,
Sevir.7G156200,Chr_07,22650470,22653100,(1 of 2) 3.1.3.18 - Phosphoglycolate phosphatase
Sevir.9G547600,Chr_09,53962100,53964919,
Sevir.6G120025,Chr_06,17460354,17460587,
Sevir.3G191100,Chr_03,13657459,13669655,
Sevir.6G028100,Chr_06,2137499,2144119,(1 of 3) PTHR27006//PTHR27006:SF44 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT TRANSMEMBRANE PROTEIN KINASE
Sevir.3G284900,Chr_03,24300972,24301928,(1 of 2) PTHR34671//PTHR34671:SF1 - FAMILY NOT NAMED // EM-LIKE PROTEIN GEA6
Sevir.4G262700,Chr_04,36382378,36386322,
Sevir.7G064100,Chr_07,14966742,14967545,
Sevir.8G120700,Chr_08,20255290,20258703,"(1 of 19) 3.2.1.8 - Endo-1,4-beta-xylanase"
Sevir.3G154000,Chr_03,10638269,10640022,
Sevir.9G146766,Chr_09,9456942,9457348,
Sevir.7G299000,Chr_07,32769049,32773377,"(1 of 1) K14412 - alpha-1,4-fucosyltransferase (FUT13, FucTC)"
Sevir.3G400100,Chr_03,48109661,48115618,(1 of 2) 2.8.1.2 - 3-mercaptopyruvate sulfurtransferase
Sevir.5G077600,Chr_05,6209609,6221427,(1 of 4) PTHR23213:SF190 - FORMIN-LIKE PROTEIN 17-RELATED
Sevir.7G082500,Chr_07,17123276,17125502,(1 of 7) 1.1.1.146 - 11-beta-hydroxysteroid dehydrogenase / Corticosteroid 11-beta-dehydrogenase
Sevir.6G184200,Chr_06,30416142,30420082,(1 of 3) PTHR10593//PTHR10593:SF40 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED
Sevir.7G043400,Chr_07,1842997,1846327,(1 of 1) PTHR17614//PTHR17614:SF1 - ZINC FINGER-CONTAINING // SUBFAMILY NOT NAMED
Sevir.4G262500,Chr_04,36372439,36374871,(1 of 1416) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sevir.3G323300,Chr_03,32702577,32704656,(1 of 2) PTHR24296//PTHR24296:SF5 - FAMILY NOT NAMED // CYTOCHROME P450 94B1-RELATED
Sevir.9G017100,Chr_09,878228,883813,"(1 of 1) K05290 - phosphatidylinositol glycan, class K (PIGK)"
Sevir.6G166000,Chr_06,28615853,28617829,(1 of 131) PF02365 - No apical meristem (NAM) protein (NAM)
Sevir.1G268200,Chr_01,33444129,33446881,(1 of 12) PF08372 - Plant phosphoribosyltransferase C-terminal (PRT_C)
Sevir.6G171100,Chr_06,29129877,29131071,
Sevir.1G312500,Chr_01,36626292,36626693,(1 of 6) PTHR14155//PTHR14155:SF103 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sevir.9G375900,Chr_09,41345183,41350233,
Sevir.7G101500,Chr_07,18739622,18745014,
Sevir.5G376000,Chr_05,40168507,40169875,(1 of 1) PTHR33473:SF1 - ATP-DEPENDENT CLP PROTEASE ADAPTER PROTEIN CLPS
Sevir.2G310500,Chr_02,38182168,38182815,(1 of 1416) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sevir.9G249500,Chr_09,22268633,22270896,(1 of 3) PF15365 - Proline-rich nuclear receptor coactivator (PNRC)
Sevir.3G318209,Chr_03,37753251,37754210,
Sevir.7G293700,Chr_07,32160712,32163315,"(1 of 2) K03007 - DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RPB10, POLR2L)"
Sevir.9G043500,Chr_09,2503939,2506039,
Sevir.9G290900,Chr_09,30728561,30731427,
Sevir.9G072800,Chr_09,4354458,4356608,(1 of 4) PF06219 - Protein of unknown function (DUF1005) (DUF1005)
Sevir.1G040000,Chr_01,3820567,3825208,
Sevir.4G217200,Chr_04,31842342,31843166,
Sevir.7G081800,Chr_07,17003219,17005846,(1 of 3) PTHR22814//PTHR22814:SF142 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED
Sevir.2G023600,Chr_02,1870078,1876407,"(1 of 2) K14961 - COMPASS component SWD1 (RBBP5, SWD1, CPS50)"
Sevir.3G265200,Chr_03,21468762,21476937,
Sevir.1G031700,Chr_01,2782388,2784069,(1 of 2) PF14476 - Petal formation-expressed (Chloroplast_duf)
Sevir.5G040300,Chr_05,3085886,3086859,
Sevir.2G152700,Chr_02,17502462,17505562,(1 of 40) PF00098 - Zinc knuckle (zf-CCHC)
Sevir.1G110900,Chr_01,9461113,9467151,
Sevir.6G026750,Chr_06,2040846,2045174,
Sevir.7G200900,Chr_07,25677078,25682558,(1 of 2) PTHR24078//PTHR24078:SF210 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED
Sevir.9G546700,Chr_09,53886334,53888167,(1 of 2) PTHR10071//PTHR10071:SF173 - TRANSCRIPTION FACTOR GATA  GATA BINDING FACTOR // SUBFAMILY NOT NAMED
Sevir.5G396300,Chr_05,41563194,41564997,(1 of 15) PF04520 - Senescence regulator (Senescence_reg)
Sevir.6G097600,Chr_06,24269484,24270276,
Sevir.9G399400,Chr_09,43387839,43392662,(1 of 2) PTHR14859 - CALCOFLUOR WHITE HYPERSENSITIVE PROTEIN PRECURSOR
Sevir.3G150100,Chr_03,10371059,10373628,
Sevir.7G036600,Chr_07,309274,309959,
Sevir.4G222500,Chr_04,32337928,32347877,
Sevir.2G295100,Chr_02,36954205,36954492,(1 of 1) PTHR21193:SF3 - OXIDOREDUCTASE-LIKE DOMAIN-CONTAINING PROTEIN 1
Sevir.6G127554,Chr_06,20522028,20522132,
Sevir.9G434900,Chr_09,46119442,46121472,
Sevir.3G063100,Chr_03,4058594,4060350,
Sevir.7G183300,Chr_07,24514429,24519329,(1 of 1) PTHR11802:SF15 - SERINE CARBOXYPEPTIDASE-LIKE 35
Sevir.1G383000,Chr_01,41410923,41417850,(1 of 5) K15601 - lysine-specific demethylase 3 [EC:1.14.11.-] (KDM3)
Sevir.3G407500,Chr_03,48685873,48695448,(1 of 2) PTHR11668//PTHR11668:SF243 - SERINE/THREONINE PROTEIN PHOSPHATASE // SUBFAMILY NOT NAMED
Sevir.4G229400,Chr_04,33218385,33223871,(1 of 1) PTHR12277:SF58 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN
Sevir.3G086800,Chr_03,5567599,5572081,"(1 of 3) K12450 - UDP-glucose 4,6-dehydratase (RHM)"
Sevir.2G309500,Chr_02,38109320,38114645,
Sevir.8G117500,Chr_08,18970066,18970332,
Sevir.5G266900,Chr_05,32122787,32123980,(1 of 1) PTHR32077//PTHR32077:SF6 - FAMILY NOT NAMED // FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 13-RELATED
Sevir.9G381000,Chr_09,41942018,41943536,
Sevir.2G140200,Chr_02,14913890,14922177,
Sevir.8G254300,Chr_08,40235910,40236358,
Sevir.3G216200,Chr_03,16035734,16038820,(1 of 103) PF07762 - Protein of unknown function (DUF1618) (DUF1618)
Sevir.3G352000,Chr_03,42825623,42832892,"(1 of 6) PF05605 - Drought induced 19 protein (Di19), zinc-binding (zf-Di19)"
Sevir.5G088700,Chr_05,7150422,7152430,
Sevir.2G325200,Chr_02,39394753,39398198,
Sevir.6G084900,Chr_06,7916447,7920282,"(1 of 1) PTHR11214//PTHR11214:SF123 - BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE // SUBFAMILY NOT NAMED"
Sevir.4G243300,Chr_04,34616965,34618790,
Sevir.1G205240,Chr_01,28062789,28063190,(1 of 10) PF00228 - Bowman-Birk serine protease inhibitor family (Bowman-Birk_leg)
Sevir.9G379000,Chr_09,41645790,41646946,(1 of 2) PTHR14155//PTHR14155:SF142 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sevir.1G342500,Chr_01,38932766,38942881,
Sevir.2G220500,Chr_02,30240169,30243504,(1 of 1) PTHR32044//PTHR32044:SF13 - FAMILY NOT NAMED // XYLOGLUCAN GLYCOSYLTRANSFERASE 5-RELATED
Sevir.9G219900,Chr_09,16284584,16284971,
Sevir.1G138500,Chr_01,14394852,14395654,
Sevir.2G089100,Chr_02,7890145,7890606,(1 of 47) PF00304 - Gamma-thionin family (Gamma-thionin)
Sevir.2G082900,Chr_02,7170305,7175025,(1 of 2) PF07557 - Shugoshin C terminus (Shugoshin_C)
Sevir.6G133200,Chr_06,22221492,22222785,(1 of 2) PTHR31174//PTHR31174:SF6 - SEED MATURATION FAMILY PROTEIN // SUBFAMILY NOT NAMED
Sevir.6G062200,Chr_06,5434436,5435755,(1 of 131) PF02365 - No apical meristem (NAM) protein (NAM)
Sevir.9G222500,Chr_09,16631020,16636123,
Sevir.5G451300,Chr_05,45204617,45209958,
Sevir.1G018200,Chr_01,1534961,1536182,(1 of 4) PTHR14155//PTHR14155:SF130 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sevir.2G311500,Chr_02,38261456,38264639,(1 of 24) PF00954//PF01453//PF07714//PF08276 - S-locus glycoprotein domain (S_locus_glycop) // D-mannose binding lectin (B_lectin) // Protein tyrosine kinase (Pkinase_Tyr) // PAN-like domain (PAN_2)
Sevir.9G488200,Chr_09,49976767,49981293,(1 of 1) PTHR27005//PTHR27005:SF34 - FAMILY NOT NAMED // WALL-ASSOCIATED RECEPTOR KINASE-LIKE 14-RELATED
Sevir.3G099700,Chr_03,6572037,6575363,
Sevir.9G396300,Chr_09,43202641,43203357,(1 of 3) PTHR11945//PTHR11945:SF225 - MADS BOX PROTEIN // SUBFAMILY NOT NAMED
Sevir.7G241300,Chr_07,28514517,28518800,(1 of 35) PF02485 - Core-2/I-Branching enzyme (Branch)
Sevir.6G174500,Chr_06,29551897,29561811,
Sevir.6G031950,Chr_06,2588190,2588833,
Sevir.3G343600,Chr_03,41995483,41995803,
Sevir.8G145400,Chr_08,26107396,26112549,(1 of 1) PTHR35137:SF1 - CRUMPLED LEAF
Sevir.9G119200,Chr_09,7399873,7401779,(1 of 1) PTHR12161//PTHR12161:SF16 - UNCHARACTERIZED DUF292 // SUBFAMILY NOT NAMED
Sevir.1G368900,Chr_01,40722682,40730261,
Sevir.7G245000,Chr_07,28803761,28809849,"(1 of 1) K14787 - multiple RNA-binding domain-containing protein 1 (MRD1, RBM19)"
Sevir.1G085600,Chr_01,7672950,7678219,
Sevir.5G218200,Chr_05,26622020,26624567,
Sevir.7G168803,Chr_07,23559028,23559243,"(1 of 1) PTHR11880//PTHR11880:SF9 - RIBOSOMAL PROTEIN S19P FAMILY MEMBER // RIBOSOMAL PROTEIN S19, MITOCHONDRIAL"
Sevir.9G557100,Chr_09,54558115,54561057,(1 of 1) 1.11.1.21 - Catalase peroxidase
Sevir.8G206900,Chr_08,34564977,34571274,
Sevir.3G190000,Chr_03,13613046,13615728,"(1 of 93) PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594) // Domain of unknown function (DUF4220) (DUF4220)"
Sevir.3G136700,Chr_03,9162690,9169532,
Sevir.9G151600,Chr_09,9769636,9773268,(1 of 1) PTHR10024//PTHR10024:SF172 - SYNAPTOTAGMIN // C2 AND PLANT PHOSPHORIBOSYLTRANSFERASE DOMAIN-CONTAINING PROTEIN
Sevir.3G086500,Chr_03,5546811,5553174,
Sevir.1G078168,Chr_01,7106905,7107111,
Sevir.9G392900,Chr_09,42960609,42964361,(1 of 1) K14798 - protein LTV1 (LTV1)
Sevir.7G042900,Chr_07,1909103,1914992,
Sevir.3G079300,Chr_03,5079622,5080254,
Sevir.5G010400,Chr_05,761008,763069,
Sevir.6G204800,Chr_06,32182522,32185281,
Sevir.6G089100,Chr_06,8383118,8386344,(1 of 1) PTHR10584:SF169 - FRUCTOKINASE-5-RELATED
Sevir.1G319950,Chr_01,37108359,37108716,
Sevir.2G447400,Chr_02,47183803,47192371,
